APVA Transition Context Matrix Study v0.1 - Aggregate
Research only. No trades, entries/exits, optimization, fitting, or machine learning.
Instruments: 6E, CL, NQ

Aggregate Baseline Table
CurrentState | AgeBucket | Horizon | NextState | Count_6E | Prob_6E | Lift_6E | Count_CL | Prob_CL | Lift_CL | Count_NQ | Prob_NQ | Lift_NQ | ValidInstrumentCount | MeanProbability | MeanLift
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+3 | ExhaustionPersistence | 4 | 4.08% | 0.7638 | 0.9947 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.08% | 0.7638 | 0.9947 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+3 | NeutralProcessing | 40 | 40.82% | 0.8469 | 0.9947 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 40.82% | 0.8469 | 0.9947 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+3 | RecoveryResolution | 5 | 5.10% | 1.0606 | 0.9947 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.10% | 1.0606 | 0.9947 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | CompressionProcessing | 20 | 20.41% | 1.1088 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 20.41% | 1.1088 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | DecayToNeutral | 5 | 5.10% | 1.2104 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.10% | 1.2104 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | DestructiveRotation | 4 | 4.08% | 1.5179 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.08% | 1.5179 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | ExhaustionPersistence | 5 | 5.10% | 0.9547 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.10% | 0.9547 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | MixedStructure | 5 | 5.10% | 0.4905 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.10% | 0.4905 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | NeutralProcessing | 49 | 50.00% | 1.0375 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 50.00% | 1.0375 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | ReassertionProcessing | 8 | 8.16% | 1.4311 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 8.16% | 1.4311 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age1 | t+5 | RecoveryResolution | 2 | 2.04% | 0.4242 | 1.5409 | 6.10% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.04% | 0.4242 | 1.5409 | 6.10%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+1 | CompressionProcessing | 52 | 63.41% | 3.4457 | 0.7632 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 63.41% | 3.4457 | 0.7632 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+1 | ExhaustionPersistence | 1 | 1.22% | 0.2282 | 0.7632 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2282 | 0.7632 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+1 | NeutralProcessing | 28 | 34.15% | 0.7085 | 0.7632 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 34.15% | 0.7085 | 0.7632 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+1 | RecoveryResolution | 1 | 1.22% | 0.2535 | 0.7632 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2535 | 0.7632 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+2 | CompressionProcessing | 42 | 51.22% | 2.7830 | 1.0283 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 51.22% | 2.7830 | 1.0283 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+2 | ExhaustionPersistence | 4 | 4.88% | 0.9129 | 1.0283 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 0.9129 | 1.0283 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+2 | NeutralProcessing | 31 | 37.80% | 0.7844 | 1.0283 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 37.80% | 0.7844 | 1.0283 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+2 | RecoveryResolution | 5 | 6.10% | 1.2676 | 1.0283 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 6.10% | 1.2676 | 1.0283 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+3 | CompressionProcessing | 43 | 52.44% | 2.8492 | 1.0448 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 52.44% | 2.8492 | 1.0448 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+3 | ExhaustionPersistence | 6 | 7.32% | 1.3693 | 1.0448 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.32% | 1.3693 | 1.0448 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+3 | NeutralProcessing | 29 | 35.37% | 0.7338 | 1.0448 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 35.37% | 0.7338 | 1.0448 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+3 | RecoveryResolution | 4 | 4.88% | 1.0141 | 1.0448 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 1.0141 | 1.0448 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | CompressionProcessing | 18 | 21.95% | 1.1926 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 21.95% | 1.1926 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | ConstructiveEmergence | 1 | 1.22% | 5.1800 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 5.1800 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | DecayToNeutral | 3 | 3.66% | 0.8680 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.66% | 0.8680 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | DestructiveRotation | 4 | 4.88% | 1.8141 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.88% | 1.8141 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | ExhaustionPersistence | 1 | 1.22% | 0.2282 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.22% | 0.2282 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | MixedStructure | 2 | 2.44% | 0.2345 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 2.44% | 0.2345 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | NeutralProcessing | 44 | 53.66% | 1.1134 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 53.66% | 1.1134 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | ReassertionProcessing | 3 | 3.66% | 0.6414 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.66% | 0.6414 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age2 | t+5 | RecoveryResolution | 6 | 7.32% | 1.5210 | 1.4457 | 14.08% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.32% | 1.5210 | 1.4457 | 14.08%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+1 | CompressionProcessing | 28 | 53.85% | 2.9258 | 1.0906 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 53.85% | 2.9258 | 1.0906 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+1 | ExhaustionPersistence | 4 | 7.69% | 1.4396 | 1.0906 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.69% | 1.4396 | 1.0906 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+1 | NeutralProcessing | 16 | 30.77% | 0.6385 | 1.0906 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 30.77% | 0.6385 | 1.0906 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+1 | RecoveryResolution | 4 | 7.69% | 1.5992 | 1.0906 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.69% | 1.5992 | 1.0906 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+2 | CompressionProcessing | 33 | 63.46% | 3.4482 | 0.9521 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 63.46% | 3.4482 | 0.9521 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+2 | ExhaustionPersistence | 6 | 11.54% | 2.1594 | 0.9521 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 11.54% | 2.1594 | 0.9521 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+2 | NeutralProcessing | 12 | 23.08% | 0.4788 | 0.9521 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 23.08% | 0.4788 | 0.9521 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+2 | RecoveryResolution | 1 | 1.92% | 0.3998 | 0.9521 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.92% | 0.3998 | 0.9521 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | CompressionProcessing | 14 | 26.92% | 1.4628 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 26.92% | 1.4628 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | DecayToNeutral | 4 | 7.69% | 1.8251 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.69% | 1.8251 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | DestructiveRotation | 3 | 5.77% | 2.1456 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.77% | 2.1456 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | ExhaustionPersistence | 5 | 9.62% | 1.7994 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 9.62% | 1.7994 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | MixedStructure | 3 | 5.77% | 0.5545 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.77% | 0.5545 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | NeutralProcessing | 14 | 26.92% | 0.5586 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 26.92% | 0.5586 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | ReassertionProcessing | 7 | 13.46% | 2.3601 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 13.46% | 2.3601 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+3 | RecoveryResolution | 2 | 3.85% | 0.7996 | 1.8534 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 3.85% | 0.7996 | 1.8534 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | CompressionProcessing | 16 | 30.77% | 1.6717 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 30.77% | 1.6717 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | DecayToNeutral | 4 | 7.69% | 1.8250 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 7.69% | 1.8250 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | DestructiveRotation | 3 | 5.77% | 2.1455 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.77% | 2.1455 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | ExhaustionPersistence | 1 | 1.92% | 0.3599 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.92% | 0.3599 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | MixedStructure | 3 | 5.77% | 0.5547 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.77% | 0.5547 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | NeutralProcessing | 21 | 40.38% | 0.8379 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 40.38% | 0.8379 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | ReassertionProcessing | 1 | 1.92% | 0.3371 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 1.92% | 0.3371 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->CompressionProcessing+Age3 | t+5 | RecoveryResolution | 3 | 5.77% | 1.1993 | 1.5718 | -4.35% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 5.77% | 1.1993 | 1.5718 | -4.35%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+1 | CompressionProcessing | 51 | 6.46% | 0.3512 | 0.9335 | 2.42% | 1 | 1.92% | 0.1474 | 0.7193 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 4.19% | 0.2493 | 0.8264 | 6.11%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+1 | ConstructiveEmergence | 4 | 0.51% | 2.1536 | 0.9335 | 2.42% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.51% | 2.1536 | 0.9335 | 2.42%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+1 | MixedStructure | 297 | 37.64% | 3.6165 | 0.9335 | 2.42% | 17 | 32.69% | 2.8023 | 0.7193 | 9.80% | 15 | 34.88% | 3.1298 | 0.6467 | -23.26% | 3 | 35.07% | 3.1829 | 0.7665 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+1 | NeutralProcessing | 432 | 54.75% | 1.1361 | 0.9335 | 2.42% | 34 | 65.38% | 1.3727 | 0.7193 | 9.80% | 28 | 65.12% | 1.2870 | 0.6467 | -23.26% | 3 | 61.75% | 1.2653 | 0.7665 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+1 | ReassertionProcessing | 5 | 0.63% | 0.1111 | 0.9335 | 2.42% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.63% | 0.1111 | 0.9335 | 2.42%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | CompressionProcessing | 90 | 11.42% | 0.6206 | 1.7113 | 2.42% | 3 | 5.77% | 0.4421 | 1.8076 | 9.80% | 1 | 2.33% | 0.2187 | 1.3869 | -23.26% | 3 | 6.51% | 0.4271 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | ConstructiveEmergence | 8 | 1.02% | 4.3126 | 1.7113 | 2.42% | 2 | 3.85% | 8.5962 | 1.8076 | 9.80% | 1 | 2.33% | 3.2027 | 1.3869 | -23.26% | 3 | 2.40% | 5.3705 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | DecayToNeutral | 139 | 17.64% | 4.1853 | 1.7113 | 2.42% | 8 | 15.38% | 4.0060 | 1.8076 | 9.80% | 9 | 20.93% | 4.6923 | 1.3869 | -23.26% | 3 | 17.98% | 4.2945 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | DestructiveRotation | 7 | 0.89% | 0.3304 | 1.7113 | 2.42% | 1 | 1.92% | 0.6140 | 1.8076 | 9.80% | 1 | 2.33% | 0.5676 | 1.3869 | -23.26% | 3 | 1.71% | 0.5040 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | ExhaustionPersistence | 26 | 3.30% | 0.6175 | 1.7113 | 2.42% | 3 | 5.77% | 0.8792 | 1.8076 | 9.80% | 1 | 2.33% | 0.4190 | 1.3869 | -23.26% | 3 | 3.80% | 0.6386 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | MixedStructure | 226 | 28.68% | 2.7561 | 1.7113 | 2.42% | 16 | 30.77% | 2.6450 | 1.8076 | 9.80% | 11 | 25.58% | 2.3047 | 1.3869 | -23.26% | 3 | 28.34% | 2.5686 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | NeutralProcessing | 236 | 29.95% | 0.6214 | 1.7113 | 2.42% | 14 | 26.92% | 0.5650 | 1.8076 | 9.80% | 19 | 44.19% | 0.8729 | 1.3869 | -23.26% | 3 | 33.69% | 0.6864 | 1.6353 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | ReassertionProcessing | 30 | 3.81% | 0.6675 | 1.7113 | 2.42% | 4 | 7.69% | 0.9967 | 1.8076 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 5.75% | 0.8321 | 1.7595 | 6.11%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+2 | RecoveryResolution | 26 | 3.30% | 0.6859 | 1.7113 | 2.42% | 1 | 1.92% | 0.3224 | 1.8076 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 2.61% | 0.5041 | 1.7595 | 6.11%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | CompressionProcessing | 121 | 15.36% | 0.8343 | 1.6398 | 2.42% | 4 | 7.69% | 0.5892 | 1.4648 | 9.80% | 1 | 2.33% | 0.2186 | 1.2810 | -23.26% | 3 | 8.46% | 0.5474 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | ConstructiveEmergence | 5 | 0.63% | 2.6953 | 1.6398 | 2.42% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 0.63% | 2.6953 | 1.6398 | 2.42%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | DecayToNeutral | 36 | 4.57% | 1.0839 | 1.6398 | 2.42% | 4 | 7.69% | 2.0022 | 1.4648 | 9.80% | 2 | 4.65% | 1.0422 | 1.2810 | -23.26% | 3 | 5.64% | 1.3761 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | DestructiveRotation | 11 | 1.40% | 0.5192 | 1.6398 | 2.42% | 1 | 1.92% | 0.6138 | 1.4648 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 1.66% | 0.5665 | 1.5523 | 6.11%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | ExhaustionPersistence | 41 | 5.20% | 0.9737 | 1.6398 | 2.42% | 2 | 3.85% | 0.5859 | 1.4648 | 9.80% | 1 | 2.33% | 0.4188 | 1.2810 | -23.26% | 3 | 3.79% | 0.6595 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | MixedStructure | 154 | 19.54% | 1.8785 | 1.6398 | 2.42% | 7 | 13.46% | 1.1605 | 1.4648 | 9.80% | 7 | 16.28% | 1.4728 | 1.2810 | -23.26% | 3 | 16.43% | 1.5039 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | NeutralProcessing | 344 | 43.65% | 0.9058 | 1.6398 | 2.42% | 29 | 55.77% | 1.1699 | 1.4648 | 9.80% | 26 | 60.47% | 1.1938 | 1.2810 | -23.26% | 3 | 53.30% | 1.0898 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | ReassertionProcessing | 53 | 6.73% | 1.1792 | 1.6398 | 2.42% | 1 | 1.92% | 0.2491 | 1.4648 | 9.80% | 4 | 9.30% | 1.0014 | 1.2810 | -23.26% | 3 | 5.98% | 0.8099 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+3 | RecoveryResolution | 23 | 2.92% | 0.6068 | 1.6398 | 2.42% | 4 | 7.69% | 1.2889 | 1.4648 | 9.80% | 2 | 4.65% | 1.3181 | 1.2810 | -23.26% | 3 | 5.09% | 1.0713 | 1.4619 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | CompressionProcessing | 134 | 17.01% | 0.9239 | 1.6648 | 2.42% | 4 | 7.69% | 0.5888 | 1.5595 | 9.80% | 1 | 2.33% | 0.2184 | 1.0678 | -23.26% | 3 | 9.01% | 0.5770 | 1.4307 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | ConstructiveEmergence | 2 | 0.25% | 1.0781 | 1.6648 | 2.42% | 0 | N/A | N/A | N/A | N/A | 2 | 4.65% | 6.3953 | 1.0678 | -23.26% | 2 | 2.45% | 3.7367 | 1.3663 | -10.42%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | DecayToNeutral | 39 | 4.95% | 1.1742 | 1.6648 | 2.42% | 2 | 3.85% | 1.0004 | 1.5595 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 4.40% | 1.0873 | 1.6121 | 6.11%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | DestructiveRotation | 15 | 1.90% | 0.7079 | 1.6648 | 2.42% | 0 | N/A | N/A | N/A | N/A | 1 | 2.33% | 0.5667 | 1.0678 | -23.26% | 2 | 2.11% | 0.6373 | 1.3663 | -10.42%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | ExhaustionPersistence | 49 | 6.22% | 1.1636 | 1.6648 | 2.42% | 5 | 9.62% | 1.4636 | 1.5595 | 9.80% | 2 | 4.65% | 0.8368 | 1.0678 | -23.26% | 3 | 6.83% | 1.1547 | 1.4307 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | MixedStructure | 92 | 11.68% | 1.1225 | 1.6648 | 2.42% | 13 | 25.00% | 2.1605 | 1.5595 | 9.80% | 3 | 6.98% | 0.6335 | 1.0678 | -23.26% | 3 | 14.55% | 1.3055 | 1.4307 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | NeutralProcessing | 358 | 45.43% | 0.9427 | 1.6648 | 2.42% | 22 | 42.31% | 0.8876 | 1.5595 | 9.80% | 31 | 72.09% | 1.4234 | 1.0678 | -23.26% | 3 | 53.28% | 1.0845 | 1.4307 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | ReassertionProcessing | 64 | 8.12% | 1.4238 | 1.6648 | 2.42% | 5 | 9.62% | 1.2444 | 1.5595 | 9.80% | 3 | 6.98% | 0.7503 | 1.0678 | -23.26% | 3 | 8.24% | 1.1395 | 1.4307 | -3.68%
ContextDistinct | MixedStructure->DecayToNeutral+Age1 | t+5 | RecoveryResolution | 35 | 4.44% | 0.9233 | 1.6648 | 2.42% | 1 | 1.92% | 0.3220 | 1.5595 | 9.80% | 0 | N/A | N/A | N/A | N/A | 2 | 3.18% | 0.6226 | 1.6121 | 6.11%
ContextDistinct | MixedStructure->DestructiveRotation+Age1 | t+1 | CompressionProcessing | 3 | 4.29% | 0.2329 | 1.3521 | 1.47% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 4.29% | 0.2329 | 1.3521 | 1.47%
ContextDistinct | MixedStructure->DestructiveRotation+Age1 | t+1 | DecayToNeutral | 24 | 34.29% | 8.1351 | 1.3521 | 1.47% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 34.29% | 8.1351 | 1.3521 | 1.47%
ContextDistinct | MixedStructure->DestructiveRotation+Age1 | t+1 | DestructiveRotation | 19 | 27.14% | 10.0953 | 1.3521 | 1.47% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 27.14% | 10.0953 | 1.3521 | 1.47%
ContextDistinct | MixedStructure->DestructiveRotation+Age1 | t+1 | NeutralProcessing | 21 | 30.00% | 0.6225 | 1.3521 | 1.47% | 0 | N/A | N/A | N/A | N/A | 0 | N/A | N/A | N/A | N/A | 1 | 30.00% | 0.6225 | 1.3521 | 1.47%
