APVA Junction Audit Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Junction Candidate Table
CurrentNode | Count | BaseDominantNextNode | BaseDominantProbability | PreviousNodeGain | BranchEntropy | ReplicationCount
RecoveryResolution_Age1 | 1219 | CompressionProcessing_Age1 | 55.70% | 32.57% | 0.9484 | 3
ReassertionProcessing_Age1 | 2080 | NeutralProcessing_Age1 | 40.58% | 15.14% | 1.3785 | 3
DestructiveRotation_Age1 | 970 | DecayToNeutral_Age1 | 29.48% | 14.43% | 1.8058 | 3
MixedStructure_Age1 | 3726 | NeutralProcessing_Age1 | 37.55% | 8.29% | 1.7596 | 3
ConstructiveEmergence_Age1 | 109 | MixedStructure_Age1 | 48.62% | 5.50% | 1.1479 | 3
ExhaustionPersistence_Age1 | 1264 | ExhaustionPersistence_Age2 | 28.01% | 5.46% | 1.6768 | 3
ExhaustionPersistence_Age6-10 | 38 | ExhaustionPersistence_Age6-10 | 39.47% | 5.26% | 1.4974 | 3
CompressionProcessing_Age1 | 3194 | CompressionProcessing_Age2 | 56.42% | 5.10% | 1.1164 | 3

Aggregate Base Branch Profile Table
CurrentNode | NextNode | Count | Probability | Rank
CompressionProcessing_Age1 | CompressionProcessing_Age2 | 1802 | 56.42% | 1
CompressionProcessing_Age1 | NeutralProcessing_Age1 | 973 | 30.46% | 2
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | 198 | 6.20% | 3
CompressionProcessing_Age1 | RecoveryResolution_Age1 | 144 | 4.51% | 4
CompressionProcessing_Age1 | MixedStructure_Age1 | 32 | 1.00% | 5
CompressionProcessing_Age1 | DestructiveRotation_Age1 | 22 | 0.69% | 6
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | 19 | 0.59% | 7
CompressionProcessing_Age1 | DecayToNeutral_Age1 | 4 | 0.13% | 8
ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53 | 48.62% | 1
ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 35 | 32.11% | 2
ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 15 | 13.76% | 3
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 6 | 5.50% | 4
DestructiveRotation_Age1 | DecayToNeutral_Age1 | 286 | 29.48% | 1
DestructiveRotation_Age1 | NeutralProcessing_Age1 | 269 | 27.73% | 2
DestructiveRotation_Age1 | DestructiveRotation_Age2 | 123 | 12.68% | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | 108 | 11.13% | 4
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 59 | 6.08% | 5
DestructiveRotation_Age1 | RecoveryResolution_Age1 | 49 | 5.05% | 6
DestructiveRotation_Age1 | MixedStructure_Age1 | 45 | 4.64% | 7
DestructiveRotation_Age1 | CompressionProcessing_Age1 | 28 | 2.89% | 8
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | 3 | 0.31% | 9
ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 354 | 28.01% | 1
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 274 | 21.68% | 2
ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 246 | 19.46% | 3
ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 181 | 14.32% | 4
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 155 | 12.26% | 5
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | 54 | 4.27% | 6
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 15 | 39.47% | 1
ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 10 | 26.32% | 2
ExhaustionPersistence_Age6-10 | NeutralProcessing_Age1 | 6 | 15.79% | 3
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | 4 | 10.53% | 4
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | 2 | 5.26% | 5
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | 1 | 2.63% | 6
MixedStructure_Age1 | NeutralProcessing_Age1 | 1399 | 37.55% | 1
MixedStructure_Age1 | DecayToNeutral_Age1 | 741 | 19.89% | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | 462 | 12.40% | 3
MixedStructure_Age1 | MixedStructure_Age2 | 410 | 11.00% | 4
MixedStructure_Age1 | RecoveryResolution_Age1 | 344 | 9.23% | 5
MixedStructure_Age1 | ReassertionProcessing_Age1 | 174 | 4.67% | 6
MixedStructure_Age1 | CompressionProcessing_Age1 | 100 | 2.68% | 7
MixedStructure_Age1 | DestructiveRotation_Age1 | 72 | 1.93% | 8
MixedStructure_Age1 | ConstructiveEmergence_Age1 | 24 | 0.64% | 9
ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 844 | 40.58% | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | 673 | 32.36% | 2
ReassertionProcessing_Age1 | ReassertionProcessing_Age2 | 300 | 14.42% | 3
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 145 | 6.97% | 4
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | 105 | 5.05% | 5
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | 13 | 0.62% | 6
RecoveryResolution_Age1 | CompressionProcessing_Age1 | 679 | 55.70% | 1
RecoveryResolution_Age1 | RecoveryResolution_Age2 | 390 | 31.99% | 2
RecoveryResolution_Age1 | NeutralProcessing_Age1 | 150 | 12.31% | 3

Aggregate Conditional Branch Table
PreviousNode | CurrentNode | NextNode | Count | ConditionalProbability | BaseProbability | ProbabilityDelta | DominantBranchChanged
NeutralProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 32.08% | DecayToNeutral_Age1 | 29.48% | 4.34% | WeakJunctionPath | 3
CompressionProcessing_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 33.33% | DecayToNeutral_Age1 | 29.48% | 3.85% | WeakJunctionPath | 1
NeutralProcessing_Age11-20 | MixedStructure_Age1 | NeutralProcessing_Age1 | 41.38% | NeutralProcessing_Age1 | 37.55% | 3.83% | WeakJunctionPath | 1
ConstructiveEmergence_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 33.96% | NeutralProcessing_Age1 | 37.55% | -3.58% | WeakJunctionPath | 1
NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 60.00% | CompressionProcessing_Age2 | 56.42% | 3.58% | WeakJunctionPath | 3
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 51.85% | MixedStructure_Age1 | 48.62% | 3.23% | WeakJunctionPath | 2
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 45.45% | MixedStructure_Age1 | 48.62% | -3.17% | WeakJunctionPath | 2
MixedStructure_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 31.94% | DecayToNeutral_Age1 | 29.48% | 2.46% | WeakJunctionPath | 3
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 42.95% | NeutralProcessing_Age1 | 40.58% | 2.37% | WeakJunctionPath | 1
NeutralProcessing_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 54.10% | CompressionProcessing_Age2 | 56.42% | -2.32% | WeakJunctionPath | 2
NeutralProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 58.38% | CompressionProcessing_Age2 | 56.42% | 1.96% | WeakJunctionPath | 3
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 29.63% | ExhaustionPersistence_Age2 | 28.01% | 1.62% | WeakJunctionPath | 2
NeutralProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 35.96% | NeutralProcessing_Age1 | 37.55% | -1.59% | WeakJunctionPath | 2
NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 50.00% | MixedStructure_Age1 | 48.62% | 1.38% | WeakJunctionPath | 1
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 50.00% | MixedStructure_Age1 | 48.62% | 1.38% | WeakJunctionPath | 1
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 55.56% | CompressionProcessing_Age1 | 55.70% | -0.15% | WeakJunctionPath | 1

Aggregate Junction Map
PreviousNode | CurrentNode | DominantNextNode | ConditionalProbability | PathClass | ReplicationCount
ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 66.67% | WeakJunctionPath | 1
DecayToNeutral_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | ModerateJunctionPath | 3
DestructiveRotation_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 92.86% | ModerateJunctionPath | 3
DestructiveRotation_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | WeakJunctionPath | 2
DestructiveRotation_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | WeakJunctionPath | 2
ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 42.58% | ModerateJunctionPath | 1
ExhaustionPersistence_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 68.75% | WeakJunctionPath | 3
ExhaustionPersistence_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 44.44% | WeakJunctionPath | 2
ExhaustionPersistence_Age6-10 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 100.00% | WeakJunctionPath | 1
MixedStructure_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 81.00% | ModerateJunctionPath | 3
MixedStructure_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | WeakJunctionPath | 2
NeutralProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 58.38% | WeakJunctionPath | 3
NeutralProcessing_Age11-20 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 60.00% | WeakJunctionPath | 3
NeutralProcessing_Age2 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 55.51% | StrongJunctionPath | 3
NeutralProcessing_Age21+ | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 75.00% | WeakJunctionPath | 1
NeutralProcessing_Age3 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 50.89% | StrongJunctionPath | 3
NeutralProcessing_Age4 | CompressionProcessing_Age1 | NeutralProcessing_Age1 | 53.85% | ModerateJunctionPath | 1
NeutralProcessing_Age5 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 54.10% | WeakJunctionPath | 2
NeutralProcessing_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 51.37% | WeakJunctionPath | 3
ReassertionProcessing_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 73.33% | ModerateJunctionPath | 3
ReassertionProcessing_Age2 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | WeakJunctionPath | 3
ReassertionProcessing_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 100.00% | WeakJunctionPath | 1
RecoveryResolution_Age1 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 64.80% | WeakJunctionPath | 3
RecoveryResolution_Age3 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 63.96% | WeakJunctionPath | 3
RecoveryResolution_Age4 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 72.73% | WeakJunctionPath | 2
RecoveryResolution_Age6-10 | CompressionProcessing_Age1 | CompressionProcessing_Age2 | 33.33% | WeakJunctionPath | 1
CompressionProcessing_Age2 | ConstructiveEmergence_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 1
DecayToNeutral_Age1 | ConstructiveEmergence_Age1 | DecayToNeutral_Age1 | 50.00% | WeakJunctionPath | 2
DestructiveRotation_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 100.00% | WeakJunctionPath | 1
MixedStructure_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 41.67% | WeakJunctionPath | 2
MixedStructure_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 100.00% | WeakJunctionPath | 1
NeutralProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 51.85% | WeakJunctionPath | 2
NeutralProcessing_Age11-20 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 50.00% | WeakJunctionPath | 1
NeutralProcessing_Age2 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 66.67% | WeakJunctionPath | 1
NeutralProcessing_Age3 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 75.00% | WeakJunctionPath | 1
NeutralProcessing_Age4 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 50.00% | WeakJunctionPath | 1
NeutralProcessing_Age5 | ConstructiveEmergence_Age1 | NeutralProcessing_Age1 | 66.67% | WeakJunctionPath | 1
NeutralProcessing_Age6-10 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 45.45% | WeakJunctionPath | 2
ReassertionProcessing_Age1 | ConstructiveEmergence_Age1 | MixedStructure_Age1 | 53.85% | WeakJunctionPath | 2
CompressionProcessing_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 36.36% | WeakJunctionPath | 2
CompressionProcessing_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 53.33% | WeakJunctionPath | 1
CompressionProcessing_Age3 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 33.33% | WeakJunctionPath | 1
CompressionProcessing_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 40.00% | WeakJunctionPath | 1
CompressionProcessing_Age5 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 40.00% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 50.00% | WeakJunctionPath | 1
DecayToNeutral_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 61.11% | ModerateJunctionPath | 3
ExhaustionPersistence_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 57.41% | ModerateJunctionPath | 2
ExhaustionPersistence_Age4 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 100.00% | WeakJunctionPath | 3
ExhaustionPersistence_Age5 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 42.86% | WeakJunctionPath | 1
ExhaustionPersistence_Age6-10 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 100.00% | WeakJunctionPath | 1
MixedStructure_Age1 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 31.94% | WeakJunctionPath | 3
MixedStructure_Age2 | DestructiveRotation_Age1 | DecayToNeutral_Age1 | 66.67% | WeakJunctionPath | 1
MixedStructure_Age3 | DestructiveRotation_Age1 | CompressionProcessing_Age1 | 50.00% | WeakJunctionPath | 1
MixedStructure_Age4 | DestructiveRotation_Age1 | DestructiveRotation_Age2 | 100.00% | WeakJunctionPath | 1
NeutralProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 32.08% | WeakJunctionPath | 3
NeutralProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 59.57% | ModerateJunctionPath | 2
ReassertionProcessing_Age1 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 39.31% | ModerateJunctionPath | 2
ReassertionProcessing_Age2 | DestructiveRotation_Age1 | NeutralProcessing_Age1 | 45.89% | ModerateJunctionPath | 3
ReassertionProcessing_Age3 | DestructiveRotation_Age1 | ReassertionProcessing_Age1 | 31.25% | WeakJunctionPath | 1
CompressionProcessing_Age1 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 31.31% | ModerateJunctionPath | 2
CompressionProcessing_Age11-20 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 1
CompressionProcessing_Age2 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 33.86% | StrongJunctionPath | 2
CompressionProcessing_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 34.25% | WeakJunctionPath | 1
CompressionProcessing_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 34.21% | ModerateJunctionPath | 2
CompressionProcessing_Age5 | ExhaustionPersistence_Age1 | CompressionProcessing_Age1 | 26.09% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 37.50% | WeakJunctionPath | 1
DestructiveRotation_Age1 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 29.63% | WeakJunctionPath | 2
DestructiveRotation_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 55.00% | WeakJunctionPath | 2
MixedStructure_Age1 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 27.49% | WeakJunctionPath | 2
MixedStructure_Age2 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 50.00% | ModerateJunctionPath | 1
MixedStructure_Age3 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 62.50% | WeakJunctionPath | 1
MixedStructure_Age4 | ExhaustionPersistence_Age1 | DecayToNeutral_Age1 | 50.00% | WeakJunctionPath | 1
NeutralProcessing_Age11-20 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 33.33% | WeakJunctionPath | 1
NeutralProcessing_Age21+ | ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | 100.00% | WeakJunctionPath | 1
NeutralProcessing_Age4 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 54.17% | WeakJunctionPath | 2
NeutralProcessing_Age5 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 57.14% | WeakJunctionPath | 2
NeutralProcessing_Age6-10 | ExhaustionPersistence_Age1 | NeutralProcessing_Age1 | 43.14% | StrongJunctionPath | 2
RecoveryResolution_Age3 | ExhaustionPersistence_Age1 | ExhaustionPersistence_Age2 | 45.71% | ModerateJunctionPath | 2
ExhaustionPersistence_Age5 | ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | 52.17% | WeakJunctionPath | 2
ExhaustionPersistence_Age6-10 | ExhaustionPersistence_Age6-10 | DecayToNeutral_Age1 | 33.33% | WeakJunctionPath | 2
CompressionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 59.38% | ModerateJunctionPath | 3
CompressionProcessing_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 50.00% | WeakJunctionPath | 2
CompressionProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 44.44% | WeakJunctionPath | 2
CompressionProcessing_Age4 | MixedStructure_Age1 | DecayToNeutral_Age1 | 41.67% | WeakJunctionPath | 2
CompressionProcessing_Age5 | MixedStructure_Age1 | DecayToNeutral_Age1 | 42.86% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | MixedStructure_Age1 | DecayToNeutral_Age1 | 41.18% | WeakJunctionPath | 1
ConstructiveEmergence_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 33.96% | WeakJunctionPath | 1
DecayToNeutral_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 46.06% | StrongJunctionPath | 3
DestructiveRotation_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 28.89% | WeakJunctionPath | 1
DestructiveRotation_Age2 | MixedStructure_Age1 | DecayToNeutral_Age1 | 60.00% | WeakJunctionPath | 1
DestructiveRotation_Age3 | MixedStructure_Age1 | DecayToNeutral_Age1 | 100.00% | WeakJunctionPath | 1
NeutralProcessing_Age1 | MixedStructure_Age1 | DecayToNeutral_Age1 | 33.05% | ModerateJunctionPath | 1
NeutralProcessing_Age11-20 | MixedStructure_Age1 | NeutralProcessing_Age1 | 41.38% | WeakJunctionPath | 1
NeutralProcessing_Age2 | MixedStructure_Age1 | NeutralProcessing_Age1 | 60.34% | ModerateJunctionPath | 3
NeutralProcessing_Age21+ | MixedStructure_Age1 | NeutralProcessing_Age1 | 42.86% | WeakJunctionPath | 1
NeutralProcessing_Age3 | MixedStructure_Age1 | NeutralProcessing_Age1 | 67.14% | ModerateJunctionPath | 3
NeutralProcessing_Age4 | MixedStructure_Age1 | NeutralProcessing_Age1 | 58.33% | ModerateJunctionPath | 1
NeutralProcessing_Age5 | MixedStructure_Age1 | NeutralProcessing_Age1 | 35.96% | WeakJunctionPath | 2
NeutralProcessing_Age6-10 | MixedStructure_Age1 | NeutralProcessing_Age1 | 31.11% | WeakJunctionPath | 1
ReassertionProcessing_Age1 | MixedStructure_Age1 | NeutralProcessing_Age1 | 52.30% | ModerateJunctionPath | 3
START | MixedStructure_Age1 | MixedStructure_Age2 | 100.00% | WeakJunctionPath | 3
CompressionProcessing_Age1 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 63.16% | WeakJunctionPath | 1
CompressionProcessing_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 66.67% | WeakJunctionPath | 1
CompressionProcessing_Age3 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 66.67% | WeakJunctionPath | 1
CompressionProcessing_Age4 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 33.33% | WeakJunctionPath | 1
CompressionProcessing_Age5 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 83.33% | WeakJunctionPath | 2
CompressionProcessing_Age6-10 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 100.00% | WeakJunctionPath | 1
DecayToNeutral_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 47.37% | WeakJunctionPath | 1
DestructiveRotation_Age1 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 50.85% | StrongJunctionPath | 2
DestructiveRotation_Age2 | ReassertionProcessing_Age1 | DestructiveRotation_Age1 | 50.00% | WeakJunctionPath | 1
MixedStructure_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 58.62% | StrongJunctionPath | 3
MixedStructure_Age2 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 80.00% | WeakJunctionPath | 2
NeutralProcessing_Age1 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 46.55% | ModerateJunctionPath | 3
NeutralProcessing_Age11-20 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 39.13% | WeakJunctionPath | 3
NeutralProcessing_Age2 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 71.12% | ModerateJunctionPath | 3
NeutralProcessing_Age21+ | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 66.67% | WeakJunctionPath | 1
NeutralProcessing_Age3 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 71.59% | ModerateJunctionPath | 3
NeutralProcessing_Age4 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 80.00% | ModerateJunctionPath | 3
NeutralProcessing_Age5 | ReassertionProcessing_Age1 | MixedStructure_Age1 | 48.48% | ModerateJunctionPath | 3
NeutralProcessing_Age6-10 | ReassertionProcessing_Age1 | NeutralProcessing_Age1 | 42.95% | WeakJunctionPath | 1
CompressionProcessing_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 81.25% | ModerateJunctionPath | 3
CompressionProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 1
CompressionProcessing_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | ModerateJunctionPath | 3
CompressionProcessing_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | ModerateJunctionPath | 3
CompressionProcessing_Age4 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 2
CompressionProcessing_Age5 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 1
CompressionProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 3
DestructiveRotation_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 81.63% | ModerateJunctionPath | 3
DestructiveRotation_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 3
ExhaustionPersistence_Age1 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | StrongJunctionPath | 3
ExhaustionPersistence_Age2 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | StrongJunctionPath | 3
ExhaustionPersistence_Age3 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | WeakJunctionPath | 1
ExhaustionPersistence_Age4 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 76.92% | WeakJunctionPath | 1
ExhaustionPersistence_Age5 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 75.00% | WeakJunctionPath | 1
ExhaustionPersistence_Age6-10 | RecoveryResolution_Age1 | RecoveryResolution_Age2 | 100.00% | WeakJunctionPath | 1
MixedStructure_Age1 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 78.49% | ModerateJunctionPath | 3
MixedStructure_Age2 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | ModerateJunctionPath | 3
MixedStructure_Age3 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 100.00% | WeakJunctionPath | 2
NeutralProcessing_Age11-20 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 55.56% | WeakJunctionPath | 1
NeutralProcessing_Age4 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 71.43% | WeakJunctionPath | 1
NeutralProcessing_Age5 | RecoveryResolution_Age1 | NeutralProcessing_Age1 | 57.14% | WeakJunctionPath | 1
NeutralProcessing_Age6-10 | RecoveryResolution_Age1 | CompressionProcessing_Age1 | 50.00% | WeakJunctionPath | 2

Aggregate Junction Type Table
CurrentNode | JunctionType | StrongPathCount | ModeratePathCount | WeakPathCount | ReplicationCount
ConstructiveEmergence_Age1 | FalseJunction | 0 | 0 | 13 | 3
ExhaustionPersistence_Age6-10 | FalseJunction | 0 | 0 | 2 | 3
CompressionProcessing_Age1 | TrueJunction | 2 | 6 | 18 | 3
ExhaustionPersistence_Age1 | TrueJunction | 2 | 4 | 13 | 3
ReassertionProcessing_Age1 | TrueJunction | 2 | 5 | 12 | 3
RecoveryResolution_Age1 | TrueJunction | 2 | 6 | 14 | 3
DestructiveRotation_Age1 | WeakJunction | 0 | 5 | 15 | 3
MixedStructure_Age1 | WeakJunction | 1 | 6 | 14 | 3

Aggregate Second-Order Value Table
CurrentNode | CurrentNodeAccuracy | PreviousCurrentAccuracy | AccuracyGain | BrierImprovement | EntropyReduction | SparseKeyIncrease | NetSecondOrderValue
RecoveryResolution_Age1 | 55.70% | 88.27% | 32.57% | 0.3969 | 0.6796 | 77.27% | 0.2273
ExhaustionPersistence_Age6-10 | 39.47% | 44.74% | 5.26% | 0.0368 | 0.0809 | 0.00% | 0.0019
ReassertionProcessing_Age1 | 40.58% | 55.72% | 15.14% | 0.1076 | 0.2182 | 57.89% | -0.3151
DestructiveRotation_Age1 | 29.48% | 43.92% | 14.43% | 0.0995 | 0.3473 | 70.00% | -0.3804
MixedStructure_Age1 | 37.55% | 45.84% | 8.29% | 0.0818 | 0.2481 | 57.14% | -0.3979
CompressionProcessing_Age1 | 56.42% | 61.52% | 5.10% | 0.0536 | 0.1253 | 53.85% | -0.4982
ExhaustionPersistence_Age1 | 28.01% | 33.47% | 5.46% | 0.0671 | 0.2710 | 68.42% | -0.5460
ConstructiveEmergence_Age1 | 48.62% | 54.13% | 5.50% | 0.0965 | 0.2428 | 100.00% | -0.8497

Aggregate Directionality Table
