APVA Process Graph Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Node Table
Node | Count_6E | Count_CL | Count_NQ | ReplicationCount | ReplicationPercent | Classification
CompressionProcessing_Age1 | 2928 | 177 | 89 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age11-20 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
CompressionProcessing_Age2 | 1659 | 92 | 51 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age3 | 840 | 41 | 30 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age4 | 528 | 22 | 18 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age5 | 282 | 12 | 8 | 3 | 100.00% | FullyReplicated
CompressionProcessing_Age6-10 | 247 | 6 | 9 | 3 | 100.00% | FullyReplicated
ConstructiveEmergence_Age1 | 83 | 12 | 14 | 3 | 100.00% | FullyReplicated
DecayToNeutral_Age1 | 1486 | 103 | 86 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age1 | 836 | 71 | 63 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age2 | 100 | 12 | 11 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age3 | 11 | 1 | 5 | 3 | 100.00% | FullyReplicated
DestructiveRotation_Age4 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
ExhaustionPersistence_Age1 | 1116 | 97 | 51 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age2 | 304 | 31 | 19 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age3 | 234 | 21 | 14 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age4 | 143 | 16 | 11 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age5 | 58 | 8 | 6 | 3 | 100.00% | FullyReplicated
ExhaustionPersistence_Age6-10 | 29 | 3 | 6 | 3 | 100.00% | FullyReplicated
MixedStructure_Age1 | 3265 | 279 | 183 | 3 | 100.00% | FullyReplicated
MixedStructure_Age2 | 355 | 28 | 27 | 3 | 100.00% | FullyReplicated
MixedStructure_Age3 | 42 | 5 | 4 | 3 | 100.00% | FullyReplicated
MixedStructure_Age4 | 8 | 2 | 2 | 3 | 100.00% | FullyReplicated
MixedStructure_Age5 | 1 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age1 | 5672 | 446 | 297 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age11-20 | 891 | 30 | 37 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age2 | 3205 | 253 | 175 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age21+ | 82 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
NeutralProcessing_Age3 | 1754 | 140 | 112 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age4 | 1312 | 106 | 83 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age5 | 1192 | 95 | 80 | 3 | 100.00% | FullyReplicated
NeutralProcessing_Age6-10 | 2884 | 208 | 192 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age1 | 1759 | 174 | 147 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age2 | 237 | 32 | 31 | 3 | 100.00% | FullyReplicated
ReassertionProcessing_Age3 | 15 | 1 | 1 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age1 | 1079 | 94 | 46 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age2 | 339 | 38 | 13 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age3 | 251 | 27 | 9 | 3 | 100.00% | FullyReplicated
RecoveryResolution_Age4 | 16 | 1 | 0 | 2 | 66.67% | PartiallyReplicated
RecoveryResolution_Age5 | 6 | 0 | 0 | 1 | 33.33% | InstrumentSpecific
RecoveryResolution_Age6-10 | 5 | 0 | 0 | 1 | 33.33% | InstrumentSpecific

Aggregate Edge Table
SourceNode | DestinationNode | Prob_6E | Prob_CL | Prob_NQ | ReplicationCount | MeanProbability | Classification
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 7 | 0.05% | N/A | N/A | 1 | 0.05% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 4 | 0.55% | 0.36% | 0.49% | 3 | 0.46% | FullyReplicated
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 5 | 0.03% | N/A | 0.01% | 2 | 0.02% | PartiallyReplicated
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 6 | 0.05% | N/A | N/A | 1 | 0.05% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> CompressionProcessing_Age1 | 5 | 0.14% | N/A | N/A | 1 | 0.14% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 11 | N/A | N/A | 0.00% | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 9 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 7 | N/A | 0.01% | N/A | 1 | 0.01% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> CompressionProcessing_Age1 | 6 | 0.31% | N/A | N/A | 1 | 0.31% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> CompressionProcessing_Age1 | 11 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> MixedStructure_Age4 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 13 | N/A | N/A | 0.00% | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 8 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> CompressionProcessing_Age1 | 7 | 0.24% | N/A | N/A | 1 | 0.24% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 11 | N/A | N/A | 0.01% | 1 | 0.01% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 8 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 9 | 0.03% | N/A | N/A | 1 | 0.03% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 14 | N/A | N/A | 0.00% | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 8 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 5 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 4 | 0.12% | 0.07% | N/A | 2 | 0.10% | PartiallyReplicated
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 9 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 6 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 3 | 0.16% | 0.15% | N/A | 2 | 0.15% | PartiallyReplicated
CompressionProcessing_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> CompressionProcessing_Age1 | 2 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 3 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 4 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
CompressionProcessing_Age1 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 5 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 2 | 2.42% | 3.59% | 3.18% | 3 | 3.06% | FullyReplicated
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 3 | 0.08% | 0.08% | 0.06% | 3 | 0.07% | FullyReplicated
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 4 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> CompressionProcessing_Age1 | 5 | 0.01% | 0.01% | 0.01% | 3 | 0.01% | FullyReplicated
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 4 | 0.05% | N/A | N/A | 1 | 0.05% | InstrumentSpecific
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> CompressionProcessing_Age1 | 5 | 0.03% | N/A | N/A | 1 | 0.03% | InstrumentSpecific
CompressionProcessing_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 -> RecoveryResolution_Age3 -> CompressionProcessing_Age1 | 4 | 0.69% | N/A | N/A | 1 | 0.69% | InstrumentSpecific
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> ConstructiveEmergence_Age1 | 2 | 0.05% | N/A | N/A | 1 | 0.05% | InstrumentSpecific
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 3 | 0.02% | 0.07% | N/A | 2 | 0.05% | PartiallyReplicated
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 5 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 2 | 0.29% | 0.45% | N/A | 2 | 0.37% | PartiallyReplicated
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 -> ConstructiveEmergence_Age1 | 3 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 4 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ConstructiveEmergence_Age1 | 7 | N/A | N/A | 0.03% | 1 | 0.03% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> ConstructiveEmergence_Age1 | 9 | N/A | N/A | 0.02% | 1 | 0.02% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 7 | N/A | N/A | 0.00% | 1 | 0.00% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> ConstructiveEmergence_Age1 | 4 | N/A | 0.30% | N/A | 1 | 0.30% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 10 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 7 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 3 | 0.06% | N/A | N/A | 1 | 0.06% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ConstructiveEmergence_Age1 | 4 | N/A | N/A | 0.15% | 1 | 0.15% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ConstructiveEmergence_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 4 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 2 | 0.11% | N/A | N/A | 1 | 0.11% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 3 | 0.03% | N/A | N/A | 1 | 0.03% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ConstructiveEmergence_Age1 | 3 | 0.04% | N/A | N/A | 1 | 0.04% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 4 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ConstructiveEmergence_Age1 | 4 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> ConstructiveEmergence_Age1 | 5 | N/A | 0.07% | N/A | 1 | 0.07% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> ConstructiveEmergence_Age1 | 6 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 4 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 -> ConstructiveEmergence_Age1 | 3 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 2 | 2.55% | 3.01% | 1.88% | 3 | 2.48% | FullyReplicated
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 3 | 0.46% | 0.60% | N/A | 2 | 0.53% | PartiallyReplicated
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 | 4 | 0.07% | N/A | N/A | 1 | 0.07% | InstrumentSpecific
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | 0.03% | 0.08% | N/A | 2 | 0.05% | PartiallyReplicated
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 4 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 3 | 0.19% | N/A | 0.19% | 2 | 0.19% | PartiallyReplicated
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 3 | 0.09% | N/A | N/A | 1 | 0.09% | InstrumentSpecific
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 2 | 5.77% | 3.98% | 4.67% | 3 | 4.81% | FullyReplicated
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 3 | 0.17% | N/A | N/A | 1 | 0.17% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 | 5 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 3 | 0.68% | 0.62% | 0.69% | 3 | 0.66% | FullyReplicated
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DecayToNeutral_Age1 | 6 | 0.10% | N/A | N/A | 1 | 0.10% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 7 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> DecayToNeutral_Age1 | 3 | 0.92% | 0.72% | N/A | 2 | 0.82% | PartiallyReplicated
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | 0.07% | N/A | N/A | 1 | 0.07% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> DecayToNeutral_Age1 | 4 | 0.15% | N/A | N/A | 1 | 0.15% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> MixedStructure_Age3 -> MixedStructure_Age4 -> DecayToNeutral_Age1 | 5 | 0.03% | N/A | N/A | 1 | 0.03% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 -> ReassertionProcessing_Age1 -> ReassertionProcessing_Age2 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 7 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 4 | 0.03% | N/A | N/A | 1 | 0.03% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 3 | 0.68% | 0.58% | 0.78% | 3 | 0.68% | FullyReplicated
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DecayToNeutral_Age1 | 4 | 0.12% | N/A | N/A | 1 | 0.12% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> DestructiveRotation_Age3 -> DecayToNeutral_Age1 | 5 | 0.02% | N/A | N/A | 1 | 0.02% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 5 | 0.01% | N/A | N/A | 1 | 0.01% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | 0.05% | N/A | N/A | 1 | 0.05% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> DecayToNeutral_Age1 | 8 | N/A | 0.00% | N/A | 1 | 0.00% | InstrumentSpecific
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 5 | 0.00% | N/A | N/A | 1 | 0.00% | InstrumentSpecific
