APVA Path Motif Study v0.1 - Aggregate
============================================================================================================
Instruments: 6E, CL, NQ

Aggregate Motif Table
PreviousNode | CurrentNode | NextNode | Count | Probability | ReplicationCount
CompressionProcessing_Age6-10 -> CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 | 6 | -0.0003 | 0 | N/A | 1 | -69.7500 | 2
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> CompressionProcessing_Age1 | 2 | 0.0003 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 1 | 0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | 3 | -0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 5 | -0.0000 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> DestructiveRotation_Age1 -> CompressionProcessing_Age1 | 1 | -0.0010 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 1 | -0.0009 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 2 | 0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 | 4 | -0.0003 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 | 6 | -0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 4 | 0.0001 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 7 | -0.0006 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 4 | 0.0007 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> MixedStructure_Age1 -> MixedStructure_Age2 | 2 | 0.0005 | 1 | 0.0200 | 0 | N/A | 2
CompressionProcessing_Age6-10 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 | 2 | 0.0007 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 1 | 0.0004 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 11 | 0.0002 | 1 | -0.3400 | 0 | N/A | 2
CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 8 | -0.0001 | 1 | -0.3200 | 0 | N/A | 2
CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 30 | 0.0000 | 1 | 0.0600 | 1 | -116.0000 | 3
CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> ReassertionProcessing_Age1 | 2 | -0.0000 | 0 | N/A | 1 | -121.2500 | 2
CompressionProcessing_Age6-10 -> ReassertionProcessing_Age1 -> MixedStructure_Age1 | 2 | 0.0002 | 0 | N/A | 0 | N/A | 1
CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 9 | 0.0000 | 1 | 0.8300 | 1 | -18.0000 | 3
ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 4 | 0.0005 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 2 | -0.0008 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> MixedStructure_Age1 | 3 | 0.0002 | 2 | -0.2350 | 0 | N/A | 2
ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 8 | 0.0001 | 1 | 0.4800 | 1 | -59.5000 | 3
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 1 | 0.0002 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 8 | 0.0001 | 3 | 0.1833 | 2 | 19.7500 | 3
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 2 | 0.0008 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 4 | -0.0001 | 0 | N/A | 1 | 88.2500 | 2
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | 8 | -0.0001 | 1 | -0.1700 | 3 | -1.8333 | 3
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 13 | 0.0002 | 1 | -0.3100 | 3 | -33.5000 | 3
ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 2 | 0.0003 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 2 | -0.0001 | 0 | N/A | 0 | N/A | 1
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> MixedStructure_Age1 | 7 | -0.0003 | 2 | 0.3600 | 1 | -27.0000 | 3
ConstructiveEmergence_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 15 | 0.0000 | 2 | 0.0000 | 3 | -10.6667 | 3
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 85 | -0.0000 | 2 | -0.3400 | 1 | -29.2500 | 3
DecayToNeutral_Age1 -> ConstructiveEmergence_Age1 -> DecayToNeutral_Age1 | 3 | -0.0003 | 1 | 0.3400 | 0 | N/A | 2
DecayToNeutral_Age1 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 3 | 0.0011 | 0 | N/A | 1 | 37.7500 | 2
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> CompressionProcessing_Age1 | 3 | -0.0002 | 0 | N/A | 0 | N/A | 1
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 79 | 0.0000 | 6 | -0.6433 | 3 | 7.3333 | 3
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 17 | -0.0001 | 4 | -2.6475 | 0 | N/A | 2
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> ExhaustionPersistence_Age1 | 15 | 0.0001 | 1 | -3.4800 | 2 | -47.2500 | 3
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> MixedStructure_Age1 | 4 | -0.0003 | 0 | N/A | 0 | N/A | 1
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> RecoveryResolution_Age1 | 8 | 0.0001 | 0 | N/A | 1 | 0.0000 | 2
DecayToNeutral_Age1 -> MixedStructure_Age1 -> CompressionProcessing_Age1 | 19 | -0.0001 | 1 | -0.8900 | 1 | -30.2500 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ConstructiveEmergence_Age1 | 3 | -0.0000 | 1 | 0.0600 | 0 | N/A | 2
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 193 | -0.0001 | 11 | -0.1218 | 10 | -11.4750 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> DestructiveRotation_Age1 | 13 | 0.0001 | 1 | 0.9200 | 1 | -4.0000 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ExhaustionPersistence_Age1 | 39 | 0.0003 | 6 | 0.3650 | 2 | 81.5000 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> MixedStructure_Age2 | 103 | 0.0000 | 3 | 0.5600 | 5 | 53.5000 | 3
DecayToNeutral_Age1 -> MixedStructure_Age1 -> ReassertionProcessing_Age1 | 9 | -0.0001 | 1 | 0.6400 | 0 | N/A | 2
DecayToNeutral_Age1 -> MixedStructure_Age1 -> RecoveryResolution_Age1 | 36 | -0.0002 | 2 | -0.8950 | 2 | -27.3750 | 3
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> CompressionProcessing_Age1 | 40 | -0.0000 | 2 | -0.2000 | 0 | N/A | 2
DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> ConstructiveEmergence_Age1 | 9 | 0.0001 | 1 | -1.1900 | 2 | -9.1250 | 3

Aggregate Recommendation
Classification: MotifEnhanced
StrongMotifCount: 26
StableMotifCount: 57
EmergentMotifCount: 340
ReplicationAssessment: Max motif replication = 3 instruments.
NodeVsMotifAssessment: CurrentNode Top1=56.16%; PreviousNode+CurrentNode Top1=59.69%; Gain=3.53%.

AGGREGATE RANKINGS

1. Most frequent motifs
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 2006
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 1501
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 1367
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 1322
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 1113
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 911
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 849
MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 827
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 653
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 | 597

2. Strongest motifs
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 68.01%
ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 68.01%
CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | 44.30%
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 43.58%
ExhaustionPersistence_Age1 -> NeutralProcessing_Age1 -> DestructiveRotation_Age1 | 38.41%
DecayToNeutral_Age1 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 31.63%
NeutralProcessing_Age3 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 31.01%
ExhaustionPersistence_Age1 -> DecayToNeutral_Age1 -> DestructiveRotation_Age1 | 30.83%
NeutralProcessing_Age2 -> ReassertionProcessing_Age1 -> NeutralProcessing_Age1 | 30.54%
NeutralProcessing_Age3 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 29.59%

3. Highest entropy reductions
ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 | 1.8058
ExhaustionPersistence_Age6-10 -> DestructiveRotation_Age1 | 1.8058
MixedStructure_Age4 -> DestructiveRotation_Age1 | 1.8058
START -> MixedStructure_Age1 | 1.7596
DestructiveRotation_Age3 -> MixedStructure_Age1 | 1.7596
CompressionProcessing_Age11-20 -> ExhaustionPersistence_Age1 | 1.6768
NeutralProcessing_Age21+ -> ExhaustionPersistence_Age1 | 1.6768
CompressionProcessing_Age6-10 -> ReassertionProcessing_Age1 | 1.3785
RecoveryResolution_Age6-10 -> NeutralProcessing_Age1 | 1.2648
DestructiveRotation_Age3 -> NeutralProcessing_Age1 | 1.2648

4. Highest contribution motifs
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 0.0134
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0.0102
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 0.0093
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 0.0075
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 0.0063
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0.0041
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 0.0036
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | 0.0028
NeutralProcessing_Age2 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 0.0017
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 0.0015

5. Most replicated motifs
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 3
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 3
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 3
NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 3
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 3
NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 -> NeutralProcessing_Age6-10 | 3
MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 3
NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> MixedStructure_Age1 | 3
CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> NeutralProcessing_Age1 | 3

6. Strongest junction motifs
CompressionProcessing_Age2 -> ConstructiveEmergence_Age1 -> CompressionProcessing_Age1 | 94.50%
START -> MixedStructure_Age1 -> MixedStructure_Age2 | 89.00%
CompressionProcessing_Age11-20 -> ExhaustionPersistence_Age1 -> CompressionProcessing_Age1 | 87.74%
MixedStructure_Age4 -> DestructiveRotation_Age1 -> DestructiveRotation_Age2 | 87.32%
DestructiveRotation_Age3 -> MixedStructure_Age1 -> DecayToNeutral_Age1 | 80.11%
NeutralProcessing_Age21+ -> ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 | 78.32%
CompressionProcessing_Age5 -> ReassertionProcessing_Age1 -> DestructiveRotation_Age1 | 76.36%
ExhaustionPersistence_Age4 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 70.52%
ExhaustionPersistence_Age6-10 -> DestructiveRotation_Age1 -> DecayToNeutral_Age1 | 70.52%
ExhaustionPersistence_Age6-10 -> CompressionProcessing_Age1 -> NeutralProcessing_Age1 | 69.54%

7. Strongest pipeline motifs
NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 91.07%
NeutralProcessing_Age4 -> NeutralProcessing_Age5 -> NeutralProcessing_Age6-10 | 81.42%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 80.33%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 74.83%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 | 72.55%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> MixedStructure_Age1 | 10.62%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> MixedStructure_Age1 | 9.66%
NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> ReassertionProcessing_Age1 | 8.77%
NeutralProcessing_Age11-20 -> NeutralProcessing_Age11-20 -> ReassertionProcessing_Age1 | 7.70%
NeutralProcessing_Age6-10 -> NeutralProcessing_Age11-20 -> MixedStructure_Age1 | 7.38%

8. Largest grammar hubs
CompressionProcessing_Age1 | 208
MixedStructure_Age1 | 189
DestructiveRotation_Age1 | 180
NeutralProcessing_Age1 | 168
DecayToNeutral_Age1 | 126
ExhaustionPersistence_Age1 | 114
ReassertionProcessing_Age1 | 114
RecoveryResolution_Age1 | 66
ConstructiveEmergence_Age1 | 52
CompressionProcessing_Age6-10 | 18

9. Most predictable motifs
ExhaustionPersistence_Age1 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | Top1=100.00% | Brier=0.0000
DecayToNeutral_Age1 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | Top1=100.00% | Brier=0.0000
CompressionProcessing_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | Top1=100.00% | Brier=0.0000
ExhaustionPersistence_Age2 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | Top1=100.00% | Brier=0.0000
CompressionProcessing_Age3 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | Top1=100.00% | Brier=0.0000
MixedStructure_Age2 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | Top1=100.00% | Brier=0.0000
CompressionProcessing_Age4 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | Top1=100.00% | Brier=0.0000
ExhaustionPersistence_Age3 -> RecoveryResolution_Age1 -> RecoveryResolution_Age2 | Top1=100.00% | Brier=0.0000
CompressionProcessing_Age6-10 -> RecoveryResolution_Age1 -> CompressionProcessing_Age1 | Top1=100.00% | Brier=0.0000
ReassertionProcessing_Age2 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | Top1=100.00% | Brier=0.0000

10. Recommended APVA structural representation
Classification: MotifEnhanced
StrongMotifCount: 26
StableMotifCount: 57
EmergentMotifCount: 340
ReplicationAssessment: Max motif replication = 3 instruments.
NodeVsMotifAssessment: CurrentNode Top1=56.16%; PreviousNode+CurrentNode Top1=59.69%; Gain=3.53%.

RESEARCH NOTES
- Do recurring APVA motifs exist? See frequency, replication, and classification tables.
- Do motifs outperform node-only transitions? See NodeVsMotifAssessment.
- Are junction behaviors explained by motifs? See Aggregate Junction Motif Table.
- Structural grammar is evaluated mechanically without adding new states or variables.

18. Low-DoF Audit
Variables used:
- PreviousNode
- CurrentNode
- NextNode
- StructuralState
- AgeBucket
- BranchProbability
- BranchEntropy
No Context
No Arbitration
No Persistence
No Phase
No Optimization
No Fitting
No Machine Learning
No Forward Returns used in motif construction
